DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
1004_946361,1,0.967226623,0.869188092,0.835875767,0.756550829,0.338054314,0.169567304,0.115622735,0.116282945,0.108745769,0.494051263,1.207074449,-16.64906739,0.109498512
201_1290725,1,0.972768495,0.811170506,0.691173115,0.480987368,0.425835796,0.389272634,0.347035075,0.224835505,0.249739158,0.30032176,1.096736105,-5.726491081,0.240183038
176_907274,1,0.97551622,0.998761331,0.922281952,0.963245172,0.912406398,0.832849265,0.353652646,0.029588371,0.004545951,0.749627958,1.036025002,-21.48905617,1.12E-24
41_946354,1,0.962621537,0.961685173,0.997387263,0.973355358,0.845039162,0.263097679,0.034006407,0.024449483,0.023508824,0.623254397,1.042543387,-26.15795821,0.021467843
87_1330983,1,0.955882764,0.942141513,0.944831395,0.963073362,0.775505997,0.218992388,0.061277432,0.059150141,0.072546805,0.602988438,1.108619094,-26.31039396,0.061432579
1036_906793,1,0.992077107,0.822547552,0.573517177,0.344636948,0.292422082,0.198939356,0.171228687,0.139636498,0.12443107,0.314585353,1.086856881,-9.390310797,0.14981074
275_910706,1,0.999101389,0.963781908,0.96845883,0.835455729,0.432648259,0.228343244,0.192997867,0.111739583,0.1052499,0.515529342,1.164685394,-17.00767566,0.135569434
272_905936,1,0.953252186,0.905793648,0.818980508,0.440028055,0.262157124,0.140114164,0.038543888,0.020331881,0.011028153,0.438138181,1.018057292,-10.56540427,0.020779733
140_724859,1,0.964906051,0.930852102,0.848607545,0.707536105,0.582783872,0.560677802,0.196683223,0.116172231,0.127080802,0.61990213,0.991637586,-6.089223802,1.92E-22
273_910568,1,0.950740805,0.928040102,0.881512974,0.914302102,0.90395291,0.835517857,0.1900612,0.036766262,0.027683653,0.728141166,1.10970857,-32.76820125,0.0293563
1057_949156,1,0.965487705,0.985018509,0.89853551,0.871477751,0.668498491,0.33336414,0.22725578,0.158233036,0.110093985,0.579694298,1.176284268,-12.6417153,0.126070834
140_925340,1,0.967173684,0.72186407,0.550993478,0.322858356,0.334689524,0.259466792,0.321086198,0.358121949,0.333774916,0.232557894,1.393935054,-13.37169746,0.314276576
56_946356,1,0.995844675,0.971800987,0.815374323,0.348834026,0.311280924,0.428335158,0.501297406,0.304206943,0.314794727,0.33802004,1.610057011,-100,0.36812119
276_908454,1,0.954648529,0.745755762,0.902336877,0.657290401,0.441597934,0.300335935,0.10523062,0.023248231,0.013390154,0.541059399,1.044524734,-8.208380468,1.03E-17
308_753538,1,0.996401422,0.980972405,0.973944002,0.952145656,0.955984245,0.770176965,0.499041529,0.007726577,0.006251384,0.764356402,1.02581547,-18.01536778,5.68E-24
219_753535,1,0.953329954,0.96962663,0.895129541,0.799508688,0.250267473,0.196477243,0.186777952,0.164597921,0.180342352,0.478042302,1.287441859,-31.98572879,0.180311644
300_905991,1,0.966309067,0.876303561,0.789153654,0.711492446,0.537833355,0.317442941,0.306479195,0.318922597,0.301703731,0.431073747,1.411406192,-8.757127798,0.276886701
235_1240215,1,0.986530151,0.950399199,0.88807534,0.703697326,0.611201498,0.402138806,0.314742861,0.329860637,0.290976428,0.468516413,1.376748273,-8.798428402,0.281459404
219_1290768,1,0.959779708,0.922442464,0.732403922,0.781858742,0.671995393,0.221838234,0.058064934,0.073273436,0.061039474,0.588285661,1.166918203,-16.51922164,0.044503644
302_949154,1,0.961482956,0.888817195,0.88435439,0.700385997,0.485362124,0.447924296,0.355288825,0.344266234,0.319130693,0.42526909,1.526768731,-9.941808199,0.330028631
219_905981,1,0.950968813,0.944771718,0.937722794,0.890539544,0.82816365,0.625603248,0.383288879,0.300871131,0.298737942,0.635006303,1.468973066,-13.13344147,0.275285357
229_1524418,1,0.958841078,0.697850229,0.822500637,0.62220519,0.365253279,0.245928332,0.325071104,0.229024171,0.2102428,0.395265203,1.286150682,-7.893509112,0.208632559
38_1295740,1,0.980064021,0.956236854,0.889110509,0.796178981,0.651601871,0.344754093,0.242918559,0.149030306,0.117117925,0.575065757,1.126828807,-9.423932484,0.099695168
135_910704,1,0.982671131,0.856321461,0.601048246,0.386787018,0.257609678,0.182335242,0.125161723,0.217227394,0.185783035,0.325796637,1.167926968,-11.24514211,0.174257272
163_909753,1,0.990305708,0.784568874,0.862260766,0.670078365,0.701284692,0.396126245,0.491627085,0.408011965,0.392452273,0.375431482,1.383823424,-5.054261695,0.343097481
276_946373,1,0.984612394,0.975686495,0.97144186,0.948482167,0.934326717,0.618675517,0.237346629,0.108086074,0.079186891,0.684333803,1.112842638,-18.5207944,0.082743807
172_910919,1,0.954789127,0.957434243,0.989100389,0.992461449,0.853326027,0.419476547,0.280938333,0.028762434,0.017575359,0.66204857,1.029944722,-13.73980815,0.020707557
135_749717,1,0.954210418,0.80802103,0.434715631,0.36370021,0.25147558,0.230002961,0.302289049,0.184869537,0.220540619,0.261413326,1.291155945,-15.03096951,0.241916777
219_924104,1,0.981725804,0.997712722,0.873805652,0.833597826,0.725330483,0.35152172,0.253030126,0.239410279,0.212142632,0.565599285,1.315969831,-13.84617017,0.208512802
170_909260,1,0.955045975,0.899007056,0.916917661,0.667409497,0.392423611,0.019807572,0.001554447,0.007455742,0.000312625,0.510833195,1.043625365,-14.81506366,1.54E-17
41_908483,1,0.960776235,0.982700525,0.916468732,0.878559481,0.75469805,0.399448246,0.290781999,0.282841548,0.277443856,0.572829228,1.452592759,-18.20825152,0.272317201
309_906763,1,0.962172745,0.915642561,0.723650511,0.486646431,0.343017253,0.202898284,0.195766032,0.202189532,0.18913424,0.378171692,1.21211901,-10.6006833,0.186107731
219_906872,1,0.965990998,0.885181904,0.771003829,0.878008958,0.589099066,0.227787373,0.252624169,0.240324418,0.244726851,0.548835916,1.513976031,-45.84549631,0.240347043
170_1303897,1,0.98661712,0.968161597,0.980199156,0.760050326,0.048593017,0.030102231,0.00844901,0.009869426,0.009817236,0.473373943,1.030664552,-40.42931394,0.014336435
200_910942,1,0.97818209,0.92970225,0.455342091,0.17840295,0.047044731,0.042697846,0.052595906,0.040033472,0.085097449,0.319936009,1.053782669,-20.22804477,0.058033711
173_946353,1,0.965100375,0.886022988,0.848504839,0.586211111,0.275587311,0.32084703,0.269874802,0.325530412,0.288712946,0.405727259,1.507008689,-20.09596837,0.289013647
170_1330947,1,0.991761385,0.961184393,0.974476653,0.945190532,0.885949484,0.839590781,0.012517377,0.009945223,0.002915547,0.698189278,1.048025928,-59.87533105,0.00565155
274_1240149,1,0.956394002,0.833031464,0.616796172,0.111465735,0.04533795,0.012599849,0.010219782,0.00861875,0.010013567,0.352030391,1.049808594,-19.63038121,0.008830381
170_1240143,1,0.993572914,0.906912555,0.943352922,0.89087572,0.85461262,0.362697198,0.059362305,0.023905774,0.029563574,0.640217869,1.079509063,-23.50763514,0.023924104
305_1322218,1,0.984899014,0.927040338,0.782815434,0.648224162,0.549864251,0.438852376,0.404251272,0.325282152,0.286919917,0.401100251,1.236986731,-5.735054556,0.271999564
274_905947,1,0.98054753,0.868382631,0.673783069,0.485346104,0.30172119,0.198403454,0.126561582,0.088551182,0.071709834,0.40037484,1.003085132,-7.508417942,0.067186594
180_905939,1,0.994854674,0.584351259,0.051321086,0.031650844,0.050174637,0.024850673,0.040184431,0.043293978,0.052196628,0.227502785,1.041590387,-42.99937409,0.040446334
283_910926,1,0.975675511,0.986337078,0.911840915,0.805451719,0.655611483,0.57566254,0.41099937,0.32881135,0.278994915,0.571387775,1.24274412,-6.395353509,0.218757894
163_688121,1,0.960649996,0.962891684,0.948463493,0.91639926,0.763738383,0.521438531,0.48143558,0.346808157,0.369689084,0.562650875,1.629525689,-12.47822639,0.36422912
180_910924,1,0.961001964,0.98602558,0.750758141,0.466007294,0.499167088,0.188051403,0.223890225,0.235638305,0.255233816,0.380382108,1.253925378,-10.3908381,0.227568033
293_908481,1,0.999732971,0.956716238,0.803995784,0.751584479,0.583901938,0.512732779,0.434668271,0.274260461,0.290530826,0.510478703,1.127186384,-4.950306253,0.192857049
167_908451,1,0.951608558,0.979519148,0.91598002,0.853569966,0.711992788,0.673625201,0.619197069,0.007317701,0.00667737,0.766967355,1.092506999,-13.10590603,8.03E-92
53_1297449,1,0.983057107,0.943697582,0.956250919,0.970323862,0.792020007,0.497590354,0.091932576,0.014078128,0.012537563,0.66001343,1.028400809,-16.60469334,1.36E-20
272_949174,1,0.976110953,0.216265486,0.049420833,0.049371209,0.421288561,0.302708957,0.15428891,0.121637634,0.088673255,0.169705005,1.204898722,-57.48648798,0.169676693
302_905972,1,0.986450455,0.912313398,0.824560111,0.741102364,0.616624822,0.481062106,0.43770153,0.415698187,0.3910885,0.405053842,1.532520954,-6.895500696,0.372988559
180_905933,1,0.977994569,0.461267974,0.235076146,0.156587147,0.068171439,0.130261026,0.132337981,0.08986851,0.087185539,0.201287439,1.083144045,-21.68975687,0.11740462
276_924186,1,0.974818833,0.750620637,0.627696756,0.410401738,0.384691478,0.250515961,0.095167289,0.00198878,-0.014295557,0.393947607,0.86124913,-5.304891521,6.68E-17
180_908450,1,0.994992757,0.838235899,0.703168782,0.443725962,0.406156167,0.47179589,0.590993785,0.363921289,0.32366871,0.270760377,1.71845885,-14.95341286,0.423668504
275_1295740,1,0.978210922,0.983241443,0.872985626,0.792940785,0.733579355,0.560673416,0.479572338,0.376590208,0.328369625,0.573226512,1.269119454,-5.55790626,0.241824763
201_909744,1,0.95399638,0.980868827,0.998295934,0.887291455,0.755977269,0.478006848,0.457018383,0.02611534,0.026531079,0.687799307,1.007963112,-9.112778319,1.89E-18
163_1290455,1,0.966357596,0.999000088,0.984582615,0.848690798,0.618392532,0.160310397,0.913984497,0.065716567,0.067522837,0.670132964,0.943894985,-5.323575422,6.15E-17
201_924102,1,0.951222544,0.791053788,0.416822665,0.195388909,0.225106429,0.160770017,0.079371161,0.058171976,0.057901348,0.286342969,1.081673864,-13.25883513,0.103614482
1060_1287706,1,0.970556758,0.561432299,0.271706692,0.198666715,0.129361605,0.118428563,0.095361769,0.090546749,0.112835395,0.220125183,1.064926722,-15.69366028,0.117927687
200_998189,1,0.967411964,0.766043037,0.626259592,0.414342757,0.16425367,0.150356281,0.057228863,0.035754308,0.026832615,0.371749653,0.95473902,-7.69721951,0.019741257
328_1503368,1,0.967002832,0.901426635,0.513588569,0.253397502,0.27788722,0.285579289,0.339010343,0.314875823,0.339985681,0.288196755,1.470430596,-27.65722151,0.300785863
182_908149,1,0.959343206,0.960910727,0.832745245,0.692863224,0.574510766,0.506417052,0.384108531,0.122107556,0.079857684,0.624043663,0.969488177,-5.358997424,2.20E-16
245_1295740,1,0.972586937,0.965356099,0.882669592,0.833309215,0.586976526,0.051504589,0.008380943,0.008888708,0.004873719,0.56911077,1.05974856,-23.58295427,1.85E-27
276_687985,1,0.956991311,0.812967274,0.640751761,0.420176233,0.213427145,0.163433193,0.153392041,0.017525589,0.007165214,0.383224391,0.942478037,-7.077903536,0.02251472
272_907786,1,0.978711305,0.786785259,0.680229917,0.559078282,0.497860473,0.121097634,0.03219871,0.024860097,0.032253394,0.470042466,0.989505596,-7.043922477,8.27E-19
268_1240125,1,0.955948592,0.991903796,0.956432497,0.903816485,0.882381449,0.678285051,0.234951096,0.075073976,0.025836255,0.70734657,1.060903319,-16.84674971,0.020411421
257_907786,1,0.968031233,0.845871,0.956761682,0.814797695,0.667468647,0.54642548,0.462088146,0.259314881,0.287401103,0.598681623,1.271758841,-6.660916535,0.197368085
273_905985,1,0.953777368,0.981439079,0.926018934,0.957597938,0.949766806,0.857674714,0.31399192,0.021283047,0.009479351,0.747368599,1.041119841,-25.59808569,0.002070944
273_910687,1,0.951124005,0.978284792,0.852713981,0.457255985,0.055528909,0.008221765,0.085439016,0.005033388,0.004223227,0.43149552,1.046072172,-21.47827337,0.019011696
1149_687459,1,0.966520624,0.932820816,0.715351367,0.449327494,0.442081576,0.257175225,0.325701875,0.279029069,0.246964188,0.340003917,1.355626499,-11.38403868,0.280717966
276_910687,1,0.98747986,0.911502416,0.668226153,0.164420852,0.040896874,0.016647441,0.007382333,0.010608343,0.007260025,0.365070896,1.02390816,-20.34632953,0.010606805
272_907791,1,0.974648629,0.885759949,0.745770888,0.456088132,0.194728781,0.103063646,0.086450271,0.105261808,0.067813681,0.404657475,1.092031993,-12.33985067,0.07662239
1006_1330933,1,0.966992829,0.928764171,0.716627283,0.632764508,0.48436897,0.405943677,0.280582301,0.299338272,0.291211413,0.379189408,1.27144853,-6.949983132,0.265863721
273_905977,1,0.980906879,0.870423603,0.777219821,0.668095624,0.601077904,0.362240481,0.177628897,0.073908248,0.054712625,0.570872907,1.00091664,-6.487389606,1.96E-19
229_907280,1,0.966994574,0.950556833,0.95494167,0.826769769,0.853519799,0.566716136,0.350762881,0.149776755,0.165035486,0.670467853,1.176363574,-11.2344201,0.11295859
305_1330982,1,0.988883422,0.852820118,0.71627484,0.540611756,0.23228329,0.10758532,0.062088765,0.029498008,0.008207704,0.437958704,0.986254263,-8.913585802,0.004064326
182_910942,1,0.975373138,0.639460307,0.350476673,0.294364364,0.257228368,0.192972005,0.169760021,0.11157754,0.122122231,0.227521649,1.080935685,-11.60599265,0.16777414
1054_907277,1,0.956455847,0.979898586,0.800140145,0.599993561,0.453498968,0.383060109,0.399678937,0.334128911,0.350675783,0.369247662,1.558744948,-12.42019045,0.359714693
104_749711,1,0.979653747,0.992353185,0.84801932,0.792297898,0.912458133,0.771759161,0.429253255,0.075611233,0.030601629,0.760881041,1.080407566,-16.90546481,7.91E-15
219_1503366,1,0.976630295,0.994375256,0.907426144,0.668105207,0.166151653,0.18540871,0.17790095,0.184143438,0.177687675,0.450328948,1.256499761,-40.37480876,0.175684631
1007_1240121,1,0.954820894,0.878108268,0.617977952,0.365641753,0.218586221,0.157902501,0.132837583,0.104144907,0.07509168,0.353092083,1.086787513,-10.55466701,0.104708023
274_905983,1,0.989173291,0.461059229,0.411218232,0.229686678,0.117020107,0.031686623,0.011469574,0.008269928,0.006647423,0.242621333,0.8,-7.392258019,0.006213017
276_909256,1,0.970113184,0.979254241,0.810199572,0.425964458,0.189918154,0.050213488,0.022739656,0.01814633,0.01322708,0.426250553,1.015169477,-14.14268794,0.019836762
274_905963,1,0.987940239,0.847381277,0.72016156,0.490471551,0.315766959,0.156027264,0.078974469,0.054940444,0.024133801,0.433193108,0.96198994,-7.450666046,0.013039377
1031_905959,1,0.972323432,0.868122238,0.599779574,0.427598553,0.347636984,0.305719291,0.242452214,0.088522576,0.064724772,0.371221807,0.831134553,-4.728247104,0.045528868
133_909703,1,0.967455963,0.923708098,0.676584444,0.221680006,0.083087557,0.031907609,0.015061352,0.010986191,0.00984564,0.37175707,1.03092332,-17.61612516,0.019435118
328_907319,1,0.992819892,0.942506,0.61246073,0.437590421,0.28618176,0.26763998,0.196344878,0.222735429,0.192968835,0.332507877,1.220602853,-12.03867001,0.216356918
272_753538,1,0.95228564,0.91047396,0.592696554,0.282612741,0.061242814,0.030252472,0.021139833,0.015316281,0.011181102,0.364686003,1.011788603,-13.85352087,0.01298851
328_910710,1,0.982876529,0.937571952,0.757634048,0.279018466,0.042691514,0.099401245,0.009818042,0.007058543,0.005141418,0.389662061,1.037727111,-19.3867006,0.024338752
328_910916,1,0.95012393,0.922595911,0.786527241,0.698162935,0.279260703,0.132223746,0.112423837,0.118661441,0.100948943,0.470479132,1.172309906,-14.85144175,0.098019699
53_1331039,1,0.979214495,0.960662202,0.894358825,0.823572825,0.689640133,0.600022354,0.188470405,0.145080615,0.160903036,0.637632407,1.124685516,-9.456877233,0.081172456
136_908473,1,0.998165073,0.921595417,0.962722751,0.764284177,0.600363969,0.405551992,0.215328713,0.054868395,0.022998984,0.609016345,0.997470531,-8.269755717,2.32E-18
